CompanyName,Name,City,E_Province,Latitude,Longitude,E_NAIC_Name,CO2_eq,E_Units,Symbol,Report_Year,E_DetailPageURL
Teine Energy Ltd.,TEINE Dodsland PRP 2-8,Dodsland,Saskatchewan,51.635890000000003,-108.659130000000005,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111764&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Torxen Energy Ltd.,Verger A Sweet Gas Plant 04-28-022-16W4,,Alberta,50.894150000000003,-112.171679999999995,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111300&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Greenfield Global Inc.,Varennes Plant,Varennes,Quebec,45.707799999999999,-73.424199999999999,Other Basic Organic Chemical Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110396&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Alberta Power (2000) Ltd.,Rainbow Lake Generating Station (Units 1-3),Rainbow Lake,Alberta,58.442900000000002,-119.256000000000000,Fossil-Fuel Electric Power Generation,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110242&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ember Resources Inc.,01-22-27-25-W4M Entice Comp Stn,Irricanaa,Alberta,51.315060000000003,-113.428079999999994,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111865&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,STEELMAN UNIT #6  9-28 BA,,Saskatchewan,49.240900000000003,-102.479699999999994,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112240&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
PETRONAS Energy Canada Ltd.,West Gundy C-86-J/094-B-9,Fort St. John,British Columbia,56.740090000000002,-122.197789999999998,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111323&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ovintiv Canada ULC,North Central Liquids Hub (NCLH) 05-27-079-17W6,Dawson Creek,British Columbia,55.874450000000003,-120.579269999999994,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111905&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Kelt Exploration,Kelt Progress Battery 06-19-077-09W6,,Alberta,55.683900000000001,-119.393299999999996,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111006&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Labrador Iron Mines,James Mine and Silveryards,Near Schefferville Quebec,Newfoundland and Labrador,0.000000000000000,0.000000000000000,Iron Ore Mining,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110752&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Obsidian Energy Ltd.,Cynthia Compressor Station 04-05,,Alberta,53.194159999999997,-115.290740000000000,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112004&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ARC Resources,Berrymoor Sour Gas Plant 11-31,,Alberta,53.274839999999998,-114.723820000000003,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111547&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Hanson Brick,Hanson Brick - Aldershot,Aldershot,Ontario,0.000000000000000,0.000000000000000,All Other Non-Metallic Mineral Product Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110473&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Crescent Point Energy Corp.,Plato Oil MWB 01-33,,Saskatchewan,51.170749999999998,-108.448859999999996,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112177&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Société en commandite Boralex Énergie,Centrale de Senneterre,Senneterre,Quebec,48.383730000000000,-77.222999999999999,Other Electric Power Generation,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112054&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Elk Point South Battery,Bonnyville,Alberta,53.615400000000001,-110.894000000000005,Conventional Oil and Gas Extraction,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110775&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Long Run Exploration Ltd,LRE - Alexis 03-36,,Alberta,53.791200000000003,-114.612899999999996,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111154&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Predator Oil BC Ltd.,Wildboy Compressor Station C-051-L,,British Columbia,0.000000000000000,0.000000000000000,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111468&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NB Power Generation Corporation,Dalhousie Generating Station,Dalhousie,New Brunswick,48.051900000000003,-66.370199999999997,Fossil-Fuel Electric Power Generation,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110083&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Surge Energy Inc.,Astra 16-19-002-04 W2M,Astra,Alberta,49.144410000000001,-102.524249999999995,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112473&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NorthRiver Midstream Inc.,Fort Nelson North Processing Facility,Cabin Lake,British Columbia,59.201990000000002,-121.582790000000003,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110759&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ember Resources Inc.,Lyalta Comp Stn 14-26,,Alberta,51.078699999999998,-113.537700000000001,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111872&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ember Resources Inc.,Linden Comp Stn 07-11,,Alberta,51.557200000000002,-113.402600000000007,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111864&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NWT Power Corp,Deline Plant,Deline,Northwest Territories,0.000000000000000,0.000000000000000,Fossil-Fuel Electric Power Generation,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110504&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Sonoco Canada Corporation,Sonoco - Trent Valley Mill,Trenton,Ontario,44.153329999999997,-77.584440000000001,Paperboard Mills,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111094&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Griffin Canada Inc.,GRIFFIN CANADA - WINNIPEG,Winnipeg,Manitoba,49.912999999999997,-97.002499999999998,Steel Foundries,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112301&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Flat Lake 13-12,,Alberta,54.702500000000001,-112.900400000000005,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111193&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Whitecap Resources Inc.,SUFFIELD #18,Gull Lake,Saskatchewan,50.177160000000001,-108.578599999999994,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111892&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Chemtrade Logistics Inc.,Chemtrade Electrochem - North Vancouver Chlor-alkali Facility,North Vancouver,British Columbia,49.298999999999999,-123.015000000000001,Alkali and Chlorine Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110595&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Dyno Nobel Nitrogen Inc.,Maitland,Maitland,Ontario,44.660299999999999,-75.597800000000007,Chemical Fertilizer (except Potash) Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110331&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Minas Basin Pulp and Power Company Limited,Minas Basin Pulp and Power Company Limited,Hantsport,Nova Scotia,45.066290000000002,-64.175259999999994,Paperboard Mills,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110498&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Merit Functional Foods Corporation,Merit Functional Foods,Winnipeg,Manitoba,49.965519999999998,-97.230680000000007,All Other Food Manufacturing,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112535&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Western Pulp Limited,Western Pulp Limited,Squamish,British Columbia,0.000000000000000,0.000000000000000,Chemical Pulp Mills,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110317&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Nexen Inc.,Balzac Gas Plant,Rocky View County,Alberta,51.191000000000003,-113.944000000000003,Conventional Oil and Gas Extraction,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110017&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Devon Canada Corporation,Coleman Gas Plant,Coleman,Alberta,49.627499999999998,-114.567999999999998,Conventional Oil and Gas Extraction,,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110448&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Princess Gas Battery 01-14,,Alberta,50.690339999999999,-111.553979999999996,Oil and gas extraction (except oil sands),,kilotonnes of carbon dioxide equivalents (kt CO2 eq),0,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111671&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Silver City Galvanizing Inc.,SILVER CITY GALVANIZING - DELTA,Delta,British Columbia,49.173999999999999,-122.941400000000002,"Coating, Engraving, Heat Treating and Allied Activities",5.920000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110901&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Michelin North America (Canada),Bridgewater Plant,Bridgewater,Nova Scotia,44.385300000000001,-64.540999999999997,Tire Manufacturing,4.520000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110687&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bartek Ingredients Inc.,Plant #1,Stoney Creek,Ontario,43.233800000000002,-79.715100000000007,All Other Miscellaneous Chemical Product Manufacturing,8.690000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111769&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Magna International Inc,MODATEK SYSTEMS,Milton,Ontario,43.523499999999999,-79.919799999999995,Other Motor Vehicle Parts Manufacturing,9.650000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112549&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
BIOX Canada Limited,BIOX Canada Limited,Hamilton,Ontario,43.269100000000002,-79.842500000000001,Other Basic Organic Chemical Manufacturing,3.050000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110991&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TA Alberta Hydro LP,Ghost Hydro Plant,Cochrane,Alberta,51.218000000000004,-114.706999999999994,Hydro-Electric Power Generation,0.060000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111926&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Magna International Inc,PRESSTRAN INDUSTRIES (170 Edward St),St Thomas,Ontario,42.787500000000001,-81.162499999999994,Other Motor Vehicle Parts Manufacturing,4.070000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112559&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Labatt Brewing Company Ltd,LA BRASSERIE LABATT,Lasalle,Quebec,45.425500000000000,-73.644700000000000,Breweries,9.270000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111167&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Border Paving Ltd.,Portable Plant 020008,Rogocz Pit,Alberta,52.623609999999999,-115.376379999999997,"Highway, Street and Bridge Construction",1.060000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111114&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
1916354 Alberta Ltd.,Dumur Industries,White City,Saskatchewan,50.446790000000000,-104.364750000000001,Other Transportation Equipment Manufacturing,0.000000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110876&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Corex Resources Ltd.,Daly Unit No. 1 Battery,Virden,Manitoba,49.807350000000000,-101.233099999999993,Oil and gas extraction (except oil sands),5.210000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112273&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Prairie Mines & Royalty ULC,Sheerness Mine,Hanna,Alberta,51.435000000000002,-111.754999999999995,Subbituminous Coal Mining,6.460000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110914&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Hamilton Health Sciences Corporation,Hamilton General Hospital Cogeneration Plant,Hamilton,Ontario,43.262079999999997,-79.853890000000007,General (except Paediatric) Hospitals,7.450000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111775&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canada Malting Co Ltd.,Montreal,Montréal,Quebec,45.490299999999998,-73.548199999999994,Rice Milling and Malt Manufacturing,1.000000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111044&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TransAlta Cogeneration L.P.,Windsor Essex Cogeneration Plant,Windsor,Ontario,42.287700000000001,-82.980300000000000,Fossil-Fuel Electric Power Generation,9.260000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110323&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
West Fraser Mills Ltd.,"Williams Lake Lumber, a division of West Fraser Mills Ltd.",Williams Lake,British Columbia,52.160400000000003,-122.185400000000001,Sawmills (except Shingle and Shake Mills),8.960000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112402&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Nylene Canada ULC.,Nylene Canada Inc.,Arnprior,Ontario,45.435800000000000,-76.337199999999996,"Fibre, Yarn and Thread Mills",9.789999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112496&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
PNA Partnership,Moose Jaw,Moose Jaw,Saskatchewan,50.391500000000001,-105.551800000000000,Glass Product Manufacturing from Purchased Glass,9.230000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111085&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Pembina Pipeline Corporation,Chicken 06-27 Compressor Station,Greenview No. 16,Alberta,54.390419999999999,-118.965609999999998,Oil and gas extraction (except oil sands),8.449999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112441&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
GFL Environmental Inc.,Stoney Creek Regional Facility,Stoney Creek,Ontario,43.197200000000002,-79.772700000000000,Waste Treatment and Disposal,1.390000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111479&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Markham District Energy Inc.,Clegg Energy Centre,Markham,Ontario,43.850700000000003,-79.338099999999997,Steam and Air-Conditioning Supply,1.670000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112446&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TransAlta Generation Partnership,Highvale Coal Mine,Seba Beach,Alberta,53.491700000000002,-114.581699999999998,Subbituminous Coal Mining,5.990000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110143&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Diageo Canada Inc.,Usine de Valleyfield,Salaberry De Valleyfield,Quebec,45.256100000000004,-74.119699999999995,Distilleries,0.130000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110673&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TransAlta Renewables Inc.,Summerview 2 Wind Farm,Pincher Creek,Alberta,49.954599999999999,-111.738500000000002,Other Electric Power Generation,0.030000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112578&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Allwood Products Ltd.,180 Viceroy RD,Concord,Ontario,43.788159999999998,-79.475290000000001,"Wood Office Furniture, including Custom Architectural Woodwo",0.330000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112565&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Kuntz Electroplating Inc.,KUNTZ ELECTROPLATING INC.,Kitchener,Ontario,43.412700000000001,-80.443399999999997,"Coating, Engraving, Heat Treating and Allied Activities",7.870000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110982&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
St Barbara Limited,Touquoy Mine,Middle Musquodoboit,Nova Scotia,44.973610000000001,-62.919170000000001,Gold and Silver Ore Mining,9.720000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112010&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bearspaw Petroleum Ltd.,06-26-36-20 W4M,Stettler,Alberta,52.119340000000001,-112.757940000000005,Oil and gas extraction (except oil sands),9.859999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112523&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Global Contract Limited Partnership,Global Contract Inc.,North York,Ontario,43.774700000000003,-79.485699999999994,Office Furniture (except Wood) Manufacturing,2.010000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110581&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bunge Canada,BUNGE CANADA - WAINWRIGHT PLANT,Wainwright,Alberta,52.829200000000000,-110.859200000000001,All Other Food Manufacturing,7.570000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111913&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canada Pipe Co ltd,Fonderie Laperle,Saint Ours,Quebec,45.894700000000000,-73.138700000000000,Iron Foundries,0.510000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112579&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Atlantic Power LP,Calstock Power Plant,Hearst,Ontario,49.057699999999997,-81.030199999999994,Other Electric Power Generation,5.430000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110042&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TA Alberta Hydro LP,Spray Hydro Plant,Canmore,Alberta,51.073999999999998,-115.402000000000001,Hydro-Electric Power Generation,0.050000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111932&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TransAlta Renewables Inc.,Taylor Hydro Plant,Magrath,Alberta,49.332999999999998,-112.887000000000000,Hydro-Electric Power Generation,0.020000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111938&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
PNA Partnership,La Prairie,La Prairie,Quebec,45.399200000000000,-73.501700000000000,Glass Product Manufacturing from Purchased Glass,9.580000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112518&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Axens Canada Specialty Aluminas Inc.,Brockville Activated Alumina Plant,Brockville,Ontario,44.624299999999998,-75.701700000000002,All Other Miscellaneous Chemical Product Manufacturing,9.869999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111716&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Shell Canada Limited,Quest Carbon Capture and Storage (CCS) Project,Fort Saskatchewan,Alberta,53.740699999999997,-113.023099999999999,In-situ oil sands extraction,0.210000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111602&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Shell Canada Limited Shell Canada Limitee,Saturn Gas Processing and Production IF-a,Fort St. John,British Columbia,55.962000000000003,-121.075000000000003,Oil and gas extraction (except oil sands),4.490000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110792&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
TA Alberta Hydro LP,Bearspaw Hydro Plant,Calgary,Alberta,51.101260000000003,-114.282240000000002,Hydro-Electric Power Generation,0.010000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111921&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tafisa Canada Inc.,Tafisa Canada,Lac Mégantic,Quebec,45.584600000000002,-70.867300000000000,Particle Board and Fibreboard Mills,8.020000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110847&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
McEwen Mining,McEwen Ontario Black Fox Mine,Matheson,Ontario,48.299999999999997,-80.209999999999994,Gold and Silver Ore Mining,9.060000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110930&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Allegro Acres Inc,Allegro Acres Inc.,Ruthven,Ontario,42.053229999999999,-82.679379999999995,Other Food Crops Grown Under Cover,7.710000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111788&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
"Hydro Extrusion Canada, Inc.",Extrusion North America - Mississauga,Mississauga,Ontario,43.630600000000001,-79.657499999999999,"Aluminum Rolling, Drawing, Extruding and Alloying",4.890000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112581&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Forest Products Ltd,POLAR DIVISION,Bear Lake,British Columbia,54.500700000000002,-122.674000000000007,Sawmills (except Shingle and Shake Mills),7.430000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112409&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Longshore Resources Ltd.,Pouce Coupe South Sour Gas Plant,,Alberta,55.771099999999997,-119.828100000000006,Oil and gas extraction (except oil sands),2.470000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),1,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112690&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
