CompanyName,Name,City,E_Province,Latitude,Longitude,E_NAIC_Name,CO2_eq,E_Units,Symbol,Report_Year,E_DetailPageURL
Surge Energy Inc.,Surge Valhalla South 06-18,La Glace,Alberta,55.408619999999999,-119.221419999999995,Oil and gas extraction (except oil sands),12.380000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112379&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cameco Corporation,Key Lake Operation,Saskatoon,Saskatchewan,57.211939999999998,-105.678610000000006,Uranium Ore Mining,26.670000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110913&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Produits forestiers Résolu,Usine de Gatineau,Gatineau,Quebec,45.480800000000002,-75.655600000000007,Newsprint Mills,40.560000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111208&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Peyto Exploration and Development Corporation,Peyto Aurora 11-13-43-13W5,Ab,Alberta,52.706980000000001,-115.757540000000006,Oil and gas extraction (except oil sands),12.699999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112631&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Suntastic Hothouse Inc.,Main Greenhouses,Exeter,Ontario,43.370100000000001,-81.442200000000000,Other Food Crops Grown Under Cover,14.420000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111803&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Teine Energy Ltd.,BP CHAUVIN SOUTH 12-19,,Alberta,52.632359999999998,-110.289869999999993,Oil and gas extraction (except oil sands),14.350000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111349&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Conroy d48 Compressor (d-048-C/094-H-12) - TOU,Conroy,British Columbia,57.539600000000000,-121.840599999999995,Oil and gas extraction (except oil sands),23.109999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111038&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Société en commandite Revenu Noranda,SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD,Salaberry De Valleyfield,Quebec,45.228099999999998,-74.103099999999998,Non-Ferrous Metal (except Aluminum) Smelting and Refining,48.689999999999998,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110903&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canlin Energy Corporation,Shell Canada Limited CS 12-28,Bighorn,Alberta,51.600009999999997,-115.356970000000004,Oil and gas extraction (except oil sands),20.039999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112352&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
City of Toronto,Thackeray Landfill,Toronto,Ontario,43.762129999999999,-79.588710000000006,Waste Treatment and Disposal,35.539999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112336&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ricochet Oil Corp.,Mobil Pembina Oil Battery 13-09,Calgary,Alberta,53.132309999999997,-115.119810000000001,Oil and gas extraction (except oil sands),13.910000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112646&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Manitoba Hydro,Natural Gas Distribution System,Winnipeg,Manitoba,0.000000000000000,0.000000000000000,Natural Gas Distribution,40.320000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111672&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Corporation of the City of London,Greenway Pollution Control Centre,London,Ontario,42.974400000000003,-81.282100000000000,Sewage Treatment Facilities,17.039999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111234&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
"Lake Utopia Paper A Division of J.D. Irving, Limited","Lake Utopia Paper A Division of J.D. Irving, Limited",Utopia,New Brunswick,45.156700000000001,-66.771400000000000,Paperboard Mills,25.289999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110489&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
REGIE DES MATIÈRES RÉSIDUELLES DU LAC SAINT-JEAN,Lieux d'enfouissement technique d'Hébertville Station,Hébertville Station,Quebec,48.301279999999998,-71.639070000000004,"Other Local, Municipal and Regional Public Administration",11.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111810&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cardinal Energy Ltd.,House Mountain GP 1-8-70-10W5,Swan Hills,Alberta,55.041420000000002,-115.479119999999995,Oil and gas extraction (except oil sands),11.330000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112089&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,ABBT0111465,020502817w4,Alberta,51.359800000000000,-112.358000000000004,Oil and gas extraction (except oil sands),12.529999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112630&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ember Resources Inc.,AG20 ABGP0001185 TWINNING 12-10 PLANT & BATTERY,Torrington,Alberta,51.643360000000001,-113.332570000000004,Oil and gas extraction (except oil sands),10.440000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112504&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
The Ottawa Hospital,The Ottawa Hospital - Civic campus,Ottawa,Ontario,45.393039999999999,-75.721329999999995,General (except Paediatric) Hospitals,14.619999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111796&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
MSSC Canada,MSSC Canada,Chatham,Ontario,42.400599999999997,-82.173900000000003,Motor Vehicle Steering and Suspension Components (except Spr,39.320000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110830&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
William Osler Health System,Brampton Civic Hospital,Brampton,Ontario,43.750549999999997,-79.716409999999996,General (except Paediatric) Hospitals,19.270000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111949&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Heaven Hill Distilling Canada Inc.,The Black Velvet Distilling Company,Lethbridge,Alberta,49.713700000000003,-112.795370000000005,Distilleries,12.359999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111898&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
ARLANXEO Canada Inc.,ARLANXEO Butyl,Sarnia,Ontario,42.939799999999998,-82.425100000000000,Resin and Synthetic Rubber Manufacturing,11.770000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111793&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Taqa North Ltd.,PETRO-CAN WHITECOURT,Whitecourt,Alberta,54.130899999999997,-115.546700000000001,Oil and gas extraction (except oil sands),15.510000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111260&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Hays Gas Plant 11-31-013-14 W4M,,Alberta,50.129100000000001,-111.905799999999999,Oil and gas extraction (except oil sands),37.109999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110139&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Prairie Thunder Resources Ltd.,Border 14-03-040-28W3,Provost,Saskatchewan,52.418900000000001,-109.948999999999998,Oil and gas extraction (except oil sands),29.680000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112682&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Kapital Produce Ltd,Kapital Produce Ltd,Ruthven,Ontario,42.059379999999997,-82.740420000000000,Other Food Crops Grown Under Cover,18.180000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111845&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cardinal Energy Ltd.,Mitsue Sour GP 10-30-72-4W5,Slave Lake,Alberta,55.265599999999999,-114.601399999999998,Oil and gas extraction (except oil sands),29.129999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111000&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Town of Hinton,West Yellowhead Regional Landfill,Hinton,Alberta,53.354830000000000,-117.610799999999998,Waste Treatment and Disposal,25.000000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111880&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,ABBT0580005,Calgary,Alberta,53.499299999999998,-116.805000000000007,Oil and gas extraction (except oil sands),17.780000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112662&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Nig Creek Sour Gas Plant b-048-G,Buick,British Columbia,57.177799999999998,-121.721369999999993,Oil and gas extraction (except oil sands),42.109999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112389&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Regional District of North Okanagan,Armstrong Spallumcheen Recycling and Disposal Facility,Nearest City of Armstrong,British Columbia,50.450000000000003,-119.170000000000002,Waste Treatment and Disposal,13.570000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111721&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bonavista Energy Corporation,Pcp Westerose 14-27,,Alberta,52.914140000000003,-114.064149999999998,Oil and gas extraction (except oil sands),10.000000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111343&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bunge Canada,BUNGE CANADA - FORT SASKATCHEWAN PLANT,Sturgeon County,Alberta,53.727499999999999,-113.241399999999999,Oilseed Processing,13.810000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111174&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Régie Intermunicipale du comté de Beauce-Sud,Lieu d'enfouissement technique de Saint-Côme-Linière,Saint Côme Linière,Quebec,46.091259999999998,-70.537090000000006,Waste Treatment and Disposal,48.909999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111832&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Long Run Exploration Ltd,LRE - Edson Gas Plant 01-13,Edson,Alberta,53.659799999999997,-116.650499999999994,Oil and gas extraction (except oil sands),20.640000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111012&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cytec Canada Inc.,Welland Plant,Niagara Falls,Ontario,43.047199999999997,-79.158299999999997,All Other Miscellaneous Chemical Product Manufacturing,14.220000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111129&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Linamar Gear,Linamar Gear,Guelph,Ontario,43.530400000000000,-80.307800000000000,Motor Vehicle Transmission and Power Train Parts Manufacturi,24.789999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112356&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Spur Petroleum Ltd.,Nipisi 15-31-076-06W5,,Alberta,55.633879999999998,-114.916569999999993,Oil and gas extraction (except oil sands),13.690000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112483&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canlin Energy Corporation,Ferrier Gas Plant,Rocky Mountain House,Alberta,52.496000000000002,-114.988000000000000,Oil and gas extraction (except oil sands),47.649999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110556&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Rain Carbon Canada Inc.,Rain Carbon Canada Inc.,Hamilton,Ontario,43.260300000000001,-79.791399999999996,Other Basic Organic Chemical Manufacturing,30.079999999999998,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111097&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Cenovus Energy Inc.,Golden Lake Oil Multi Well Battery 14-13-047-23W3,Maidstone,Saskatchewan,53.057830000000003,-109.238749999999996,Oil and gas extraction (except oil sands),15.820000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111411&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Vermilion Energy Inc.,Doe Gas Plant,Dawson Creek,British Columbia,55.953440000000001,-120.214839999999995,Oil and gas extraction (except oil sands),13.050000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112638&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Pacific Canbriam Energy Limited,Altares Gas Plant b-24-H,,British Columbia,56.352020000000003,-122.048370000000006,Oil and gas extraction (except oil sands),27.699999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111415&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
University of Regina,University of Regina - Main Campus,Regina,Saskatchewan,50.415210000000002,-104.588440000000006,Universities,14.750000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111522&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Whitecap Resources Inc.,Weyburn 05-16-006-13W2 BTY,Weyburn,Saskatchewan,49.471100000000000,-103.706100000000006,Oil and gas extraction (except oil sands),47.450000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110353&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Berland Gas Plant (14-15-059-24W5) - TOU,Greenview,Alberta,54.106810000000003,-117.516739999999999,Oil and gas extraction (except oil sands),41.149999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110446&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Validus Power Corp,North Bay Power Plant,North Bay,Ontario,46.380299999999998,-79.469200000000001,Fossil-Fuel Electric Power Generation,45.159999999999997,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110432&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Ember Resources Inc.,AG20 ABBT0086644 GHOST PINE 13-15,Pine Lake,Alberta,52.098379999999999,-113.359080000000006,Oil and gas extraction (except oil sands),10.050000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112587&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Rio Tinto Alcan Inc,Installations Portuaires et Services Ferroviaires,La Baie,Quebec,48.333500000000001,-70.878399999999999,Short-Haul Freight Rail Transportation,15.949999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111206&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Continuous Colour Coat Limited,MSC Toronto,Etobicoke,Ontario,43.716700000000003,-79.583299999999994,"Coating, Engraving, Heat Treating and Allied Activities",12.470000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111119&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Signalta Resources Ltd.,Coaldale Power Plant,Lethbridge,Alberta,49.792589999999997,-112.555090000000007,Fossil-Fuel Electric Power Generation,13.460000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112138&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Keyera Corp,Zeta Creek GP 11-10,Drayton Valley,Alberta,53.215960000000003,-115.674719999999994,Oil and gas extraction (except oil sands),37.899999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111482&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
MRC de Lotbinière,LET Saint-Flavien,Saint Flavien,Quebec,46.334330000000001,-71.324860000000001,Waste Treatment and Disposal,20.550000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111819&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Lindbergh Custom Treating Facility,Bonnyville,Alberta,53.745640000000002,-110.751300000000001,Oil and gas extraction (except oil sands),12.750000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111166&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
1329606 Ontario Limited,1329606 Ontario Limited,Leamington,Ontario,42.069119999999998,-82.598640000000003,Other Food Crops Grown Under Cover,14.390000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111834&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Farrell Creek B-88-I,Fort St. John,British Columbia,56.237000000000002,-122.096999999999994,Oil and gas extraction (except oil sands),48.030000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110725&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Saskatchewan Mining and Minerals,Chaplin,Chaplin,Saskatchewan,50.461500000000001,-106.668430000000001,Salt Mining,11.310000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111876&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
NTE Energy Canada Ltd,Gunnell Comp Stn b-023-F,,British Columbia,58.851970000000001,-121.785799999999995,Oil and gas extraction (except oil sands),10.529999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110454&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,ABCS0015365,Calgary,Alberta,55.344220000000000,-119.461690000000004,Oil and gas extraction (except oil sands),13.080000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112639&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Ojay Comp Stn A-065-A,,British Columbia,54.552079999999997,-120.053129999999996,Oil and gas extraction (except oil sands),10.770000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112601&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Medicine Lodge Gas Plant (14-03-052-23W5) - TOU,Hinton,Alberta,53.466600000000000,-117.309500000000000,Oil and gas extraction (except oil sands),16.780000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112391&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Suncor Energy Products Partnership,Montreal Sulphur Plant,Montréal Est,Quebec,45.636400000000002,-73.521299999999997,All Other Basic Inorganic Chemical Manufacturing,20.870000000000001,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111113&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
City of Toronto,Humber Treatment Plant,Toronto,Ontario,43.633299999999998,-79.480599999999995,Sewage Treatment Facilities,34.420000000000002,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112582&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Route Gas Plant 07-09-062-08W6M,Kakwa,Alberta,54.346679999999999,-119.134309999999999,Oil and gas extraction (except oil sands),40.759999999999998,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112087&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Torxen Energy Ltd.,Countess Makepeace Comp Stn 03-18-022-17W4,Calgary,Alberta,50.864960000000004,-112.350579999999994,Oil and gas extraction (except oil sands),14.940000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111816&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Bonavista Energy Corporation,Westerose Comp Stn 11-09,,Alberta,52.777600000000000,-114.234300000000005,Oil and gas extraction (except oil sands),22.719999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111180&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Spirit River 13-28-078-08W6 GGS,Grande Prairie,Alberta,55.794110000000003,-119.186390000000003,Oil and gas extraction (except oil sands),13.770000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112305&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,SRL NIG CREEK C-039-D,,British Columbia,57.031250000000000,-121.478120000000004,Oil and gas extraction (except oil sands),34.570000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112173&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Tourmaline Oil Corp,Anderson Gas Plant (01-09-051-24W5) - TOU,Hinton,Alberta,53.382590000000000,-117.466800000000006,Oil and gas extraction (except oil sands),16.750000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111387&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
AltaGas Ltd.,Ridley Island Propane Export Terminal,Prince Rupert,British Columbia,54.223230000000001,-130.327519999999993,Oil and gas extraction (except oil sands),28.629999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112354&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Princess Compressor Station 01-28-020-10W4,,Alberta,50.689500000000002,-111.554800000000000,Oil and gas extraction (except oil sands),13.740000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112428&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Lactalis Canada Inc.,Mitchell,Mitchell,Ontario,43.467599999999997,-81.198899999999995,"Butter, Cheese, and Dry and Condensed Dairy Products Manufac",10.369999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112435&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Pembina Pipeline Corporation,Duvernay Sweetening Plant,M.d. of Greenview,Alberta,54.399639999999998,-116.942170000000004,Oil and gas extraction (except oil sands),47.700000000000003,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112331&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Alberta  Health Services,Rockyview General Hospital,Calgary,Alberta,50.990360000000003,-114.097369999999998,General (except Paediatric) Hospitals,11.010000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111537&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
SGO Mining Inc.,Seabee,Saskatoon,Saskatchewan,55.241000000000000,-103.225499999999997,Gold and Silver Ore Mining,15.060000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0110890&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Canadian Natural Resources Limited,Ferrier 01-20-039-07 W5M,,Alberta,52.364800000000002,-114.964299999999994,Oil and gas extraction (except oil sands),10.609999999999999,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111307&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
Spur Petroleum Ltd.,NIPISI 09-34-76-07 W5,Slave Lake,Alberta,55.630789999999998,-114.992059999999995,Oil and gas extraction (except oil sands),11.260000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0112612&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
West Coast Reduction Ltd.,Alberta Processing Company,Calgary,Alberta,50.989699999999999,-113.993799999999993,Rendering and Meat Processing from Carcasses,15.910000000000000,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2,2022,<a href=""https://indicators-map.canada.ca/App/Detail?id=0111239&GoCTemplateCulture=en-CA"" target=""_blank"">More information</a>
